Студент,Семестр,Отлично,Хорошо,Удовлетворительно,Неудовлетворительно,Зачет,Незачет
2B3272765979562B38442B4363364B4A396B527475413D3D,9,0.2,0.2,0.6,0.0,0.2,0.0
2B3272765979562B38442B4363364B4A396B527475413D3D,10,0.25,0.75,0.0,0.0,0.75,0.0
2B327353456355644C2B4A646F5A77725176373964413D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B33552B77527144674B456D535974744A4C45646E773D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B345A52713676757A426643734A62616761444737513D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B345A52713676757A426643734A62616761444737513D3D,2,0.0,0.0,0.0,1.0,0.0,1.0
2B35563970487A6B672B30724B422F71595A766464513D3D,1,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.0
2B35563970487A6B672B30724B422F71595A766464513D3D,2,0.0,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334
2B35594A6E7359432B7671747853694A785A54464C513D3D,1,0.125,0.875,0.0,0.0,0.875,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,2,0.1,0.9,0.0,0.0,0.9,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,3,0.0,0.8,0.2,0.0,0.8,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,4,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,5,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,6,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.7142857142857143,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,7,0.125,0.875,0.0,0.0,0.875,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,8,0.0,0.9,0.1,0.0,0.9,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,9,0.2,0.2,0.6,0.0,0.2,0.0
2B35594A6E7359432B7671747853694A785A54464C513D3D,10,0.0,1.0,0.0,0.0,1.0,0.0
2B372B6777514F535468327441705557575A352B6A773D3D,1,0.18181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0
2B372B6777514F535468327441705557575A352B6A773D3D,2,0.5,0.5,0.0,0.0,0.5,0.0
2B372B6777514F535468327441705557575A352B6A773D3D,3,0.375,0.625,0.0,0.0,0.625,0.0
2B374F31594D314833476966386F6B6C6852774844773D3D,1,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.0
2B374F31594D314833476966386F6B6C6852774844773D3D,2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
2B374F31594D314833476966386F6B6C6852774844773D3D,3,0.8,0.2,0.0,0.0,0.2,0.0
2B38542F52302B6970534A45553150564D4D316731513D3D,1,0.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.2222222222222222
2B38542F52302B6970534A45553150564D4D316731513D3D,2,0.0,0.25,0.0,0.75,0.25,0.75
2B38542F52302B6970534A45553150564D4D316731513D3D,3,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333
2B38542F52302B6970534A45553150564D4D316731513D3D,4,0.0,0.0,0.0,1.0,0.0,1.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,1,0.0,0.75,0.25,0.0,0.75,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,2,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,3,0.0,0.75,0.25,0.0,0.75,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,4,0.0,0.9,0.1,0.0,0.9,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,5,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8181818181818182,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,6,0.2727272727272727,0.7272727272727273,0.0,0.0,0.7272727272727273,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,7,0.3,0.7,0.0,0.0,0.7,0.0
2B41566C72437872494D356F7673772B4731724C4D413D3D,8,0.0,0.75,0.25,0.0,0.75,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,1,0.125,0.875,0.0,0.0,0.875,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,2,0.0,1.0,0.0,0.0,1.0,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,3,0.14285714285714285,0.8571428571428571,0.0,0.0,0.8571428571428571,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,4,0.0,1.0,0.0,0.0,1.0,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,5,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0,0.6363636363636364,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,6,0.3,0.7,0.0,0.0,0.7,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,7,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.0
2B4157422F3966352B2B56416A59384534744C6A39513D3D,8,0.0,0.75,0.25,0.0,0.75,0.0
2B417054616F666752457051796337324E54306238773D3D,1,0.47058823529411764,0.5294117647058824,0.0,0.0,0.5294117647058824,0.0
2B417054616F666752457051796337324E54306238773D3D,2,0.2631578947368421,0.6842105263157895,0.05263157894736842,0.0,0.6842105263157895,0.0
2B417054616F666752457051796337324E54306238773D3D,3,0.3076923076923077,0.6923076923076923,0.0,0.0,0.6923076923076923,0.0
2B417054616F666752457051796337324E54306238773D3D,4,0.0,1.0,0.0,0.0,1.0,0.0
2B417054616F666752457051796337324E54306238773D3D,5,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8181818181818182,0.0
2B417054616F666752457051796337324E54306238773D3D,6,0.1,0.7,0.2,0.0,0.7,0.0
2B417054616F666752457051796337324E54306238773D3D,7,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,0.8333333333333334,0.0
2B417054616F666752457051796337324E54306238773D3D,8,0.125,0.875,0.0,0.0,0.875,0.0
2B433448646666316A6652746C7638555437455430773D3D,1,0.4444444444444444,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0
2B433448646666316A6652746C7638555437455430773D3D,2,0.1111111111111111,0.8888888888888888,0.0,0.0,0.8888888888888888,0.0
2B433448646666316A6652746C7638555437455430773D3D,3,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.47619047619047616,0.19047619047619047,0.47619047619047616
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,1,0.125,0.75,0.125,0.0,0.75,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,2,0.0,1.0,0.0,0.0,1.0,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,3,0.0,1.0,0.0,0.0,1.0,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,4,0.0,1.0,0.0,0.0,1.0,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,5,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.0,0.5454545454545454,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,6,0.2,0.7,0.1,0.0,0.7,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,7,0.0,1.0,0.0,0.0,1.0,0.0
2B436A5A522B3742546B7547574D6A6956544A376D413D3D,8,0.0,1.0,0.0,0.0,1.0,0.0
2B43705533794E6B454C6A6B574444487479786763773D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B43705533794E6B454C6A6B574444487479786763773D3D,2,0.0,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,0.9230769230769231
2B4465336A3745564C597163636468574A67546E64773D3D,1,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.7142857142857143,0.0
2B4465336A3745564C597163636468574A67546E64773D3D,2,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0
2B4465336A3745564C597163636468574A67546E64773D3D,3,0.5714285714285714,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,1,0.46153846153846156,0.5384615384615384,0.0,0.0,0.5384615384615384,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,2,0.35714285714285715,0.6428571428571429,0.0,0.0,0.6428571428571429,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,3,0.0,1.0,0.0,0.0,1.0,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,4,0.4,0.6,0.0,0.0,0.6,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,5,0.36363636363636365,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,6,0.45454545454545453,0.5454545454545454,0.0,0.0,0.5454545454545454,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,7,0.5454545454545454,0.45454545454545453,0.0,0.0,0.45454545454545453,0.0
2B4467372F52716A30717A4E446E45446B69473748773D3D,8,0.375,0.625,0.0,0.0,0.625,0.0
2B4630754232333449377951654C693765754E6B52413D3D,1,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.0,0.6666666666666666,0.0
2B4630754232333449377951654C693765754E6B52413D3D,2,0.125,0.75,0.125,0.0,0.75,0.0
2B4630754232333449377951654C693765754E6B52413D3D,3,0.125,0.875,0.0,0.0,0.875,0.0
2B4630754232333449377951654C693765754E6B52413D3D,4,0.5,0.5,0.0,0.0,0.5,0.0
2B4630754232333449377951654C693765754E6B52413D3D,5,0.25,0.75,0.0,0.0,0.75,0.0
2B4630754232333449377951654C693765754E6B52413D3D,6,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
2B4630754232333449377951654C693765754E6B52413D3D,7,0.4,0.6,0.0,0.0,0.6,0.0
2B4630754232333449377951654C693765754E6B52413D3D,8,0.4,0.6,0.0,0.0,0.6,0.0
2B4630754232333449377951654C693765754E6B52413D3D,9,0.5555555555555556,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0
2B46554157665345734947596E7A572B724173565A773D3D,1,0.0,1.0,0.0,0.0,1.0,0.0
2B46554157665345734947596E7A572B724173565A773D3D,2,0.0,0.0,0.0,1.0,0.0,1.0
2B46554157665345734947596E7A572B724173565A773D3D,3,0.0,0.0,0.0,1.0,0.0,1.0
2B4931513958672F3831375A69504F4E304947744C513D3D,1,0.5,0.5,0.0,0.0,0.5,0.0
2B4931513958672F3831375A69504F4E304947744C513D3D,2,0.625,0.375,0.0,0.0,0.375,0.0
2B4931513958672F3831375A69504F4E304947744C513D3D,3,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
2B49444738445937517830394839333058646C6D4D413D3D,1,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8181818181818182,0.0
2B49444738445937517830394839333058646C6D4D413D3D,2,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.5454545454545454,0.0
2B49444738445937517830394839333058646C6D4D413D3D,3,0.125,0.625,0.25,0.0,0.625,0.0
2B49444738445937517830394839333058646C6D4D413D3D,4,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.7777777777777778,0.0
2B49444738445937517830394839333058646C6D4D413D3D,5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
2B49444738445937517830394839333058646C6D4D413D3D,6,0.0,0.5,0.5,0.0,0.5,0.0
2B49444738445937517830394839333058646C6D4D413D3D,7,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.0,0.6666666666666666,0.0
2B49444738445937517830394839333058646C6D4D413D3D,8,0.2222222222222222,0.7777777777777778,0.0,0.0,0.7777777777777778,0.0
2B49444738445937517830394839333058646C6D4D413D3D,9,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0
2B49444738445937517830394839333058646C6D4D413D3D,10,0.25,0.75,0.0,0.0,0.75,0.0
2B4A39386A32334E6F636576546137426D724E634E413D3D,1,0.0,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.9333333333333333
2B4A39386A32334E6F636576546137426D724E634E413D3D,2,0.0,0.0,0.0,1.0,0.0,1.0
2B4A486B7449516F5367544662776A464239637870673D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B4A486B7449516F5367544662776A464239637870673D3D,2,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444
2B4C42352B6737742B71436D714C314C316A35644C513D3D,1,0.125,0.875,0.0,0.0,0.875,0.0
2B4C42352B6737742B71436D714C314C316A35644C513D3D,2,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.0
2B4C42352B6737742B71436D714C314C316A35644C513D3D,3,0.0,0.4,0.6,0.0,0.4,0.0
2B4C42352B6737742B71436D714C314C316A35644C513D3D,4,0.0,0.375,0.375,0.25,0.375,0.25
2B4C42352B6737742B71436D714C314C316A35644C513D3D,5,0.0,0.6,0.2,0.2,0.6,0.2
2B4C42352B6737742B71436D714C314C316A35644C513D3D,6,0.0,0.75,0.25,0.0,0.75,0.0
2B4C42352B6737742B71436D714C314C316A35644C513D3D,7,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.2222222222222222
2B4C42352B6737742B71436D714C314C316A35644C513D3D,8,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0
2B4C42352B6737742B71436D714C314C316A35644C513D3D,9,0.0,1.0,0.0,0.0,1.0,0.0
2B4C42352B6737742B71436D714C314C316A35644C513D3D,10,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0
2B4D3234796D757A54504D733949576E68632B474B513D3D,3,0.0,0.04,0.0,0.96,0.04,0.96
2B4D3234796D757A54504D733949576E68632B474B513D3D,4,0.0,0.0,0.0,1.0,0.0,1.0
2B4D3234796D757A54504D733949576E68632B474B513D3D,5,0.0,0.0,0.0,1.0,0.0,1.0
2B4D343166727936365072666D5973347276524639673D3D,1,0.0,0.625,0.375,0.0,0.625,0.0
2B4D343166727936365072666D5973347276524639673D3D,2,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0
2B4D343166727936365072666D5973347276524639673D3D,3,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.0
2B4D343166727936365072666D5973347276524639673D3D,4,0.2,0.8,0.0,0.0,0.8,0.0
2B4D343166727936365072666D5973347276524639673D3D,5,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
2B4D343166727936365072666D5973347276524639673D3D,6,0.3,0.5,0.2,0.0,0.5,0.0
2B4D343166727936365072666D5973347276524639673D3D,7,0.2222222222222222,0.7777777777777778,0.0,0.0,0.7777777777777778,0.0
2B4D343166727936365072666D5973347276524639673D3D,8,0.125,0.875,0.0,0.0,0.875,0.0
2B4D386569306937466C79527539315875514A3878773D3D,1,0.0,1.0,0.0,0.0,1.0,0.0
2B4D386569306937466C79527539315875514A3878773D3D,2,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0
2B4D386569306937466C79527539315875514A3878773D3D,3,0.5,0.5,0.0,0.0,0.5,0.0
2B4E457533522B574231567963462F436A67536A42773D3D,1,0.5,0.5,0.0,0.0,0.5,0.0
2B4E457533522B574231567963462F436A67536A42773D3D,2,0.4444444444444444,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0
2B4E457533522B574231567963462F436A67536A42773D3D,3,0.45454545454545453,0.5454545454545454,0.0,0.0,0.5454545454545454,0.0
2B4F4F6B3154644B4E4C2B6C3536534678492F4A38773D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B4F4F6B3154644B4E4C2B6C3536534678492F4A38773D3D,2,0.0,0.25,0.5,0.25,0.25,0.25
2B4F746D4E712B33772F4A39645442484251785435773D3D,1,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.0
2B4F746D4E712B33772F4A39645442484251785435773D3D,2,0.0,1.0,0.0,0.0,1.0,0.0
2B4F746D4E712B33772F4A39645442484251785435773D3D,3,0.125,0.625,0.25,0.0,0.625,0.0
2B506969695250614938677075512F554C46526664413D3D,1,0.0,1.0,0.0,0.0,1.0,0.0
2B506969695250614938677075512F554C46526664413D3D,2,0.0,1.0,0.0,0.0,1.0,0.0
2B506969695250614938677075512F554C46526664413D3D,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
2B506969695250614938677075512F554C46526664413D3D,4,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
2B506969695250614938677075512F554C46526664413D3D,5,0.25,0.75,0.0,0.0,0.75,0.0
2B506969695250614938677075512F554C46526664413D3D,6,0.08333333333333333,0.9166666666666666,0.0,0.0,0.9166666666666666,0.0
2B506969695250614938677075512F554C46526664413D3D,7,0.18181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0
2B506969695250614938677075512F554C46526664413D3D,8,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0
2B51307A76375A526C7763467972466E654A4B724E673D3D,1,0.0,1.0,0.0,0.0,1.0,0.0
2B51307A76375A526C7763467972466E654A4B724E673D3D,2,0.0,1.0,0.0,0.0,1.0,0.0
2B51307A76375A526C7763467972466E654A4B724E673D3D,3,0.42857142857142855,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,1,0.0,0.5,0.5,0.0,0.5,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,2,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,3,0.0,0.5,0.5,0.0,0.5,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,4,0.0,0.4,0.6,0.0,0.4,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,5,0.0,0.375,0.625,0.0,0.375,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,6,0.0,1.0,0.0,0.0,1.0,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,7,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,8,0.0,0.875,0.125,0.0,0.875,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,9,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.0
2B51437678786E5832477658305875644F2B43712F673D3D,10,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.0
2B517456366F4B3472325A50485837727554386C34413D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B5233374A5832537949455953335769612B586A2F513D3D,1,0.375,0.625,0.0,0.0,0.625,0.0
2B5233374A5832537949455953335769612B586A2F513D3D,2,0.5,0.3,0.0,0.2,0.3,0.2
2B5233374A5832537949455953335769612B586A2F513D3D,3,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,1,0.0,0.5,0.5,0.0,0.5,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,2,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,3,0.0,0.5,0.5,0.0,0.5,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,4,0.0,0.6,0.4,0.0,0.6,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,6,0.0,0.4444444444444444,0.5555555555555556,0.0,0.4444444444444444,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,7,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,8,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,9,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,10,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.0
2B54634A622B3879483548564E78695A324A65505A513D3D,11,0.0,0.6,0.4,0.0,0.6,0.0
2B55336F72496732666361475039427039504D2F54673D3D,1,0.5,0.5,0.0,0.0,0.5,0.0
2B55336F72496732666361475039427039504D2F54673D3D,2,0.2222222222222222,0.7777777777777778,0.0,0.0,0.7777777777777778,0.0
2B55336F72496732666361475039427039504D2F54673D3D,3,0.42857142857142855,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0
2B55596F4E7245464E5A3044666D7030487958387A773D3D,1,0.0,1.0,0.0,0.0,1.0,0.0
2B55596F4E7245464E5A3044666D7030487958387A773D3D,2,0.5,0.5,0.0,0.0,0.5,0.0
2B55596F4E7245464E5A3044666D7030487958387A773D3D,3,0.0,1.0,0.0,0.0,1.0,0.0
2B55596F4E7245464E5A3044666D7030487958387A773D3D,4,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
2B55596F4E7245464E5A3044666D7030487958387A773D3D,5,0.0,1.0,0.0,0.0,1.0,0.0
2B55596F4E7245464E5A3044666D7030487958387A773D3D,6,0.0,1.0,0.0,0.0,1.0,0.0
2B57376755424B732B50762B78746F697845412B51773D3D,1,0.5,0.5,0.0,0.0,0.5,0.0
2B57376755424B732B50762B78746F697845412B51773D3D,2,0.5555555555555556,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0
2B57376755424B732B50762B78746F697845412B51773D3D,3,0.7142857142857143,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,1,0.0,0.75,0.25,0.0,0.75,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,2,0.125,0.5,0.375,0.0,0.5,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,4,0.1,0.9,0.0,0.0,0.9,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,5,0.25,0.75,0.0,0.0,0.75,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,6,0.4,0.6,0.0,0.0,0.6,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,7,0.2222222222222222,0.7777777777777778,0.0,0.0,0.7777777777777778,0.0
2B5956564572494D663670724F4F5A357171663831413D3D,8,0.5,0.5,0.0,0.0,0.5,0.0
2B5957793630323556384E714742684B326E79722F413D3D,1,0.0,1.0,0.0,0.0,1.0,0.0
2B5957793630323556384E714742684B326E79722F413D3D,2,0.1111111111111111,0.8888888888888888,0.0,0.0,0.8888888888888888,0.0
2B5957793630323556384E714742684B326E79722F413D3D,3,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0
2B5A4B536B39394C436639704F582B7947562B526D673D3D,1,0.0,0.0,0.0,1.0,0.0,1.0
2B5A4B536B39394C436639704F582B7947562B526D673D3D,2,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0
